Date,City,Temperature (°C),Condition,Email Sent
2025-11-11 20:06:20,Hyderabad,21.23,Haze,False
2025-11-11 20:10:08,Hyderabad,21.23,Haze,False
2025-11-11 20:10:38,Hyderabad,21.23,Haze,False
2025-11-11 20:11:52,Hyderabad,21.23,Haze,False
2025-11-11 20:12:52,Hyderabad,21.23,Haze,False
2025-11-11 20:13:14,Hyderabad,21.23,Haze,False
2025-11-11 20:15:14,Hyderabad,21.23,Haze,False
2025-11-11 20:20:39,Hyderabad,22.23,Haze,True
